x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72
2.3539345720716064e-10,5.345072992091125e-12,5.127090854175212e-12,6.543871254482903e-11,8.448576570373414e-11,3.79983452109228e-10,8.9266689708532e-11,2.2848381045423066e-10,1.0102425229714438e-9,1.1983050249874354e-9,5.248065916138861e-11,2.0916204050087486e-9,2.561937648557443e-10,1.1484724828886813e-9,7.049949344730316e-9,9.150681203296506e-9,2.888270261853458e-10,2.098140864087398e-8,2.2638785900042638e-8,1.7302890596423416e-9,6.070674698710871e-8,2.4378028707429216e-8,1.942468074087328e-9,1.282281564300109e-7,6.809446476387758e-8,1.2846584084722555e-7,4.0276877090311043e-7,2.8756881647759923e-7,3.886008704585449e-7,2.5338726558834395e-7,1.5156570631795506e-6,2.0862497872634123e-6,1.517117669054747e-6,2.1576808529064797e-7,4.161317864359505e-6,9.86764776517584e-7,1.1006190281634193e-5,8.135380559506571e-7,9.339494278384759e-6,3.439628624230922e-5,2.6363875930292706e-5,5.36673226313874e-6,2.9054826394373783e-5,9.755866781772289e-6,0.00012483780399410627,1.1469634225218547e-5,2.5330538144819972e-5,0.0002479670655161182,5.55202741841465e-5,6.05453286050682e-5,1.6939167628743807e-5,2.3865439969991618e-5,0.00010469188983337383,5.101340747655347e-5,9.125005033890513e-5,0.0001258287046552162,0.00018965999094070718,0.00021111149131361053,0.0006402596478921243,0.00035835367655501693,0.0005482347241106972,0.0007314319359889385,0.0010304101909716788,0.001342949071217379,0.0019050879417994093,0.0026074151257985696,0.003917584133663019,0.005110972323189447,0.007160977872685031,0.010018549948207464,0.014114417667162362,0.04913348215817255
2.1886093739591565e-10,4.390968980528524e-12,8.472388842804136e-12,4.585960243877964e-11,6.006105673834883e-11,3.887516233163588e-10,8.243976932964939e-11,2.3903330306702826e-10,9.845472121209267e-10,1.2041990088282126e-9,5.1816598449334004e-11,1.9378633808645633e-9,3.308746440046089e-10,9.937601781986588e-10,7.459799070711693e-9,9.883203003944187e-9,2.694938753355071e-10,2.2471893034947514e-8,2.6419833571410538e-8,3.1129112517607583e-9,6.043081489368532e-8,3.325640599279933e-8,3.103286319497768e-9,1.3761041881001325e-7,6.959265859108667e-8,9.395494671943095e-8,4.420146438463592e-7,2.4687132786549904e-7,4.305089627187036e-7,3.085355175641698e-7,1.6539225815095496e-6,1.837075147401002e-6,1.7167863728176391e-6,2.837360175467351e-7,3.3256595200283962e-6,8.60414859412313e-7,1.1074375662891125e-5,6.365776657179205e-7,7.335937860437597e-6,3.1827329062848915e-5,2.0782179896792052e-5,5.17209149738888e-6,2.9679486565669037e-5,1.2327556474142955e-5,0.00011942914989169122,1.491925176798875e-5,4.0443640876591635e-5,0.00024959160541351746,5.2073143073449444e-5,6.05453286050682e-5,1.80662573996468e-5,3.502472348600268e-5,0.00010469188983337383,4.999728976834195e-5,7.59378566716596e-5,9.13297305459813e-5,0.00022092371759428893,0.00021111149131361053,0.0005327885907053826,0.00039533249969955146,0.0005540009674744118,0.0007326828890522474,0.0010169945869703467,0.0013396966464512556,0.0019358142425286377,0.0026215168996819296,0.003917584133663019,0.005128769168536905,0.0071994084839548935,0.010041087904044474,0.014114417667162362,0.049216498226368775
4.774370138528794e-12,7.470241800343766e-12,4.1469280802040614e-11,4.795199839368908e-11,2.784346238677315e-10,3.8603822286452126e-11,1.5964295470313238e-10,7.491386545209031e-10,8.355721344922671e-10,2.6709701223931827e-11,1.4973140574845934e-9,3.178733772331102e-10,4.849867914999864e-10,4.758793520739827e-9,7.332707012289033e-9,1.7456410015173083e-10,1.5194545662712426e-8,1.955071355799599e-8,1.3584045773924807e-9,4.336267240443311e-8,2.0555507830191908e-8,3.159310665285788e-9,9.051897792973646e-8,4.222434243974453e-8,9.57390895144411e-8,3.1277843453160593e-7,1.8210679724853634e-7,2.645168966569077e-7,2.3504541232613366e-7,1.0742901768931018e-6,1.1416364468518012e-6,1.2757044954307015e-6,1.1516389841509055e-7,2.9542049999276697e-6,6.49558492200837e-7,8.12446404542752e-6,3.0214536331587707e-7,6.234696385063289e-6,2.39371906452306e-5,1.2407290731491417e-5,1.5713080145560601e-6,1.547873011158061e-5,9.221297137065848e-6,7.755905430040293e-5,0.00016716822042035025,4.182825839253739e-5,0.0001744996862487332,2.749939892675008e-5,3.427820528478446e-5,2.0190734634974592e-5,1.7412415434373173e-5,9.121555031032056e-5,3.3599595803438834e-5,0.0003731554335792717,6.634726093419169e-5,0.0001782113198817315,0.00012642108536506554,0.0003172038047950919,0.0002550549186838521,0.00039670839408219663,0.0005558279589471238,0.0006794344684505581,0.0010167197975996542,0.0013666817628233924,0.0018626297413631896,0.0028113789204484737,0.0036579338049785824,0.005142434631396357,0.007156833179246562,0.010062751775363005,0.014066236446774617,0.04942774122981657
2.9053659896722222e-12,4.9299668588131074e-12,3.0264977346607144e-11,3.223252855006118e-11,2.787387574067001e-10,3.0033978946178984e-11,1.8106652910315155e-10,7.648124366938198e-10,7.912647270969779e-10,2.8725543532780987e-11,1.6440309621107524e-9,4.1894134926432993e-10,4.554129193058104e-10,5.206233303145127e-9,7.620919903043821e-9,2.216775437667146e-10,1.6396812991977143e-8,2.100352201261732e-8,1.274299935874441e-9,4.2936914702790934e-8,2.4914012054464524e-8,7.106936232602104e-9,8.400059564956842e-8,4.2285700127697565e-8,9.035706548915955e-8,3.0307988846529463e-7,1.5761186056653448e-7,2.4339725659130165e-7,2.0755694121092564e-7,1.0793711088799779e-6,1.1934766704713717e-6,1.1571534058904662e-6,1.8087896787224062e-7,3.5281232121333595e-6,5.478856780984797e-7,8.768768787810474e-6,1.509255319797113e-7,5.29902838015475e-6,2.5207103226908952e-5,8.644097638113198e-6,2.638683645566234e-6,1.483816424182518e-5,1.0169614188141686e-5,8.129952857141658e-5,0.00015456973302519633,3.269077628806818e-5,0.00016827955709050542,2.6254510997674804e-5,2.4773893265541035e-5,1.2648122702598516e-5,3.850615920137927e-5,8.810315049578737e-5,5.743919621215464e-5,0.00033193759154724167,6.474463791913177e-5,0.0001342284113292069,0.00015775893231406227,0.00022225283442736898,0.0002474541751492949,0.00036543831307723004,0.0005347445646479113,0.0006803072042559283,0.0009990271241019123,0.0014137489018766847,0.0018641709752490595,0.002725768173775631,0.0036616439364287297,0.00511060245603357,0.007156088718532529,0.010073371617951837,0.01404627944216983,0.04930777535658692
9.806878503635553e-12,2.7606225154658173e-11,1.78893587028925e-11,1.9812348391467314e-10,3.2071479531158546e-11,1.3204756495005513e-10,5.462188578928832e-10,5.256736850209232e-10,1.6403585131264918e-11,1.251121711721393e-9,3.6248347148844386e-10,4.819478295181539e-10,3.6571551446379215e-9,5.5159983468688235e-9,3.36948432140934e-10,1.1904947191124176e-8,1.4525295006783929e-8,1.0458901995066102e-9,2.921370972139139e-8,1.5936925462297164e-8,2.9861598151759972e-9,5.6610993475599204e-8,2.395648977328062e-8,4.373698581789419e-8,2.081084257983245e-7,1.1732193615798896e-7,1.560156258586166e-7,1.1017896057309054e-7,7.279214202044025e-7,8.289468067127893e-7,9.297314249783703e-7,1.4061179715101594e-7,2.7401389953900417e-6,5.036831083463684e-7,6.498355966851415e-6,1.372747326016153e-7,3.0248105021649554e-6,1.848194031617683e-5,9.173103094294039e-6,8.4248975885505e-7,1.0148710476727773e-5,4.736019595391599e-6,6.371379170968362e-5,0.00010818629116042941,1.546257921328922e-5,0.00012310854264854226,2.084483674495466e-5,1.0820727414674754e-5,8.984674668237853e-6,4.083140330205463e-5,2.60739582561183e-5,4.279879682471102e-5,0.00012771552708319277,4.624616994223696e-5,9.587743666371928e-5,0.00011591685554909415,0.00013926188830217488,0.0001878166489572391,0.0002610273664837358,0.00044324024042722616,0.0004998365933180638,0.0006858234909469903,0.0009925144016958102,0.0013306479771603888,0.001946977266982592,0.0026683351216348606,0.0036611482140855634,0.005111491941808953,0.00717139110023824,0.010015146318058504,0.01408793581616769,0.049222463525684906
1.2647926764905457e-11,2.8664372482801295e-11,2.7616280359887607e-11,1.9893920209188473e-10,4.449839226961627e-11,1.5649351346698086e-10,5.435544469449966e-10,5.702721451989995e-10,3.860095745187748e-11,1.155675874576047e-9,2.9775171049025754e-10,4.523342992759341e-10,3.5231836463023366e-9,5.234468504288142e-9,5.456039847439632e-10,1.1296724252940825e-8,1.5366324708896522e-8,2.0456298164616126e-9,2.912346475337234e-8,1.3322527189314368e-8,5.545223370559481e-9,5.1625073411056276e-8,2.796503936676341e-8,4.542511704293512e-8,2.3051857129234464e-7,9.681076311645671e-8,1.9697108535413128e-7,9.367192924561372e-8,7.224753669714822e-7,6.838604145049619e-7,8.102043364985016e-7,2.3191409235905405e-7,2.443322747222295e-6,4.562689190797899e-7,6.4457230212216985e-6,2.0194049849913566e-7,3.5367843347559997e-6,1.837801675238606e-5,1.1919007260729633e-5,5.263007712862386e-7,1.085836092384756e-5,2.256245497773904e-6,7.137662268325419e-5,0.00012258344314307635,9.255948276199953e-6,0.00012926062947348003,3.0006048288803688e-5,2.2595918907297018e-5,1.1258450352596338e-5,4.083140330205463e-5,2.60739582561183e-5,3.0403016287784943e-5,0.00011772370894382896,6.834524271465927e-5,0.0001230607047557905,9.060213148298263e-5,0.0001261937977613385,0.0001866102038063586,0.0002474575875755831,0.00039783866153865537,0.0004935314683391454,0.0006813534798194947,0.0010537138956568798,0.0013352929147132648,0.001946977266982592,0.0026521261488924703,0.0036503744258899315,0.005110584088509571,0.007155398003333676,0.010015149792847221,0.01408793581616769,0.04916753437638912
8.295725234104281e-11,1.093158228886992e-11,1.3974436813708848e-10,3.89767249518619e-11,8.411074765469951e-11,3.7714002310155076e-10,4.3765953371749494e-10,3.9375095073654775e-11,7.212767522033513e-10,1.4734104959782663e-10,4.2205932055315947e-10,2.7253397546891553e-9,3.8011555782035266e-9,3.968629236908801e-10,7.896091347737717e-9,1.1256122955247187e-8,6.368186806039163e-10,2.1330110896484142e-8,8.248110560541218e-9,3.473417801891656e-9,3.3085637100637456e-8,2.0409573819045124e-8,3.7797945768182476e-8,1.743459044023342e-7,6.685297546448698e-8,1.3862759410990983e-7,5.1059077052774185e-8,5.011124977294931e-7,5.16028414265952e-7,5.470393856676092e-7,2.344456073281797e-7,1.5764196986115736e-6,2.293557777343294e-7,4.65818459150602e-6,1.0138074073441623e-7,3.3283455124288823e-6,1.3208056005433636e-5,9.545479084225856e-6,4.3409618806698383e-7,9.3721395502674e-6,3.3912376195621152e-6,5.0594634508464234e-5,7.768569306751101e-5,7.3127706590006514e-6,8.955912083320697e-5,3.6918142550964164e-5,6.542794823448459e-6,1.3807217157304969e-5,5.511133558075138e-5,1.25989087945376e-5,7.149314759515264e-5,0.00011586767592873892,8.029355853587022e-5,0.00018634036459606578,0.00010829948271492969,9.357497284892788e-5,0.00013329300271882748,0.00019575496503333414,0.00028417047252761105,0.00034626343669444306,0.00048509148732747324,0.0007382916624411602,0.000980817570236429,0.0013906980478447096,0.0018753850817986879,0.0026099033095674214,0.003659425387397213,0.005111255091379099,0.007153928201553807,0.010037960100087544,0.014030261489864046,0.04927116643047122
5.505323349812789e-11,7.061580283428506e-12,1.347140448697797e-10,4.822177442174235e-11,1.0127503300253304e-10,3.813969683294428e-10,4.312568884612749e-10,3.9529311811092784e-11,7.78808406237117e-10,1.3515663720524018e-10,2.7503521814338983e-10,2.6770165971277225e-9,3.976477692947295e-9,3.5374275783918163e-10,7.157704417839372e-9,1.1282141342368605e-8,3.6057948394459926e-10,2.1207037507749633e-8,1.191472153233423e-8,3.2879048412115237e-9,3.0645914672749646e-8,1.9630973096015446e-8,3.836812954952555e-8,1.6980876087302994e-7,6.320172457234521e-8,1.703361271353493e-7,4.955033188416242e-8,4.321588546081393e-7,6.092457189808344e-7,6.584805631321896e-7,3.0966544886599166e-7,1.6862311023577503e-6,1.5583590691456672e-7,4.452345916253575e-6,2.2572634295236109e-7,3.92226373029363e-6,1.3204186636059124e-5,9.190110500235483e-6,9.863351956078891e-7,1.0602686450446552e-5,2.7336846808359462e-6,5.32946342160429e-5,8.08133852517211e-5,7.949479961250019e-6,8.807061647338645e-5,3.020706329236258e-5,4.616264625053536e-6,1.3807217157304969e-5,8.36565362720653e-5,1.6507333495389507e-5,0.00014031620583698074,0.0001672976268693885,8.029355853587022e-5,0.0001756590500384437,6.695259313101012e-5,0.00011659111559761443,0.00021277832162535143,0.00019575496503333414,0.0002517309750796163,0.0003466681984832415,0.0004848479988214822,0.0007161810632906284,0.0009598574661923952,0.001343688235652882,0.0019232564014353118,0.0026135354166507783,0.003685419280512623,0.005116809889339066,0.007153721225525319,0.010037960100087544,0.014022802036194808,0.049182260294051254
3.272022873916331e-11,9.810763300118369e-11,3.1361114919714004e-11,7.528608498225496e-11,2.7856512898644874e-10,2.940216207680695e-10,2.970667072478747e-11,5.630515626412328e-10,6.056980769965154e-11,1.7047053062690754e-10,1.933184754153555e-9,2.7463130226388902e-9,1.1445081065746566e-10,4.975185152708651e-9,8.04022367253972e-9,4.5012537699956055e-10,1.4341817720289306e-8,9.846651736760532e-9,1.744757976669081e-9,2.1678226561627455e-8,1.9215644273757386e-8,2.0076952261012613e-8,1.155090430013909e-7,4.491898124466277e-8,1.245168825798519e-7,3.745507005132657e-8,3.505980705673042e-7,3.454230955201221e-7,5.254031132167915e-7,2.089944111165071e-7,1.33780099106995e-6,8.044374421124394e-8,3.3383014418000916e-6,8.232513358084461e-8,3.0308946826904873e-6,9.431381249457868e-6,8.431641643136377e-6,1.2177484088694237e-6,6.9507289252386465e-6,1.6563011645683129e-6,4.027609818565568e-5,5.646828827386582e-5,2.698377146740903e-6,6.63116939783548e-5,1.2490087525291008e-5,8.859933210832921e-5,1.5971598007266942e-5,5.630434577392795e-5,9.327540917198017e-6,0.00010049494519236505,9.270757127784014e-5,3.532137322139115e-5,0.00011485237072398054,5.030009333656769e-5,0.0001421108317247681,0.00015198451544667964,0.00018560549949775008,0.00022152372324552792,0.0002625136774736334,0.0003523439450344307,0.00048764537716436103,0.0006792844685655219,0.0010172436791979797,0.0013654106566429497,0.0018668110118934115,0.0026147460999071935,0.003862348077596852,0.005110112172973272,0.007169971500062528,0.010026154076153197,0.014091039086867683,0.049099182258423385
3.462982276380114e-11,1.0026485362182805e-10,3.887400693395144e-11,6.166751484503589e-11,2.782618968621635e-10,2.769055535161499e-10,1.8048793573794556e-11,6.299411679502551e-10,2.6040745271583475e-11,9.964352621623786e-11,2.0576906325327334e-9,2.8723856229319266e-9,9.722427187640939e-11,5.494862244855763e-9,8.058144562835733e-9,7.788727228355653e-10,1.3629831152436737e-8,7.358319379231861e-9,7.924729706092573e-10,1.9961384553169407e-8,1.4294467434257964e-8,2.223834671393531e-8,1.0570850290960742e-7,4.08136481377406e-8,1.0384201903732313e-7,4.727085974354891e-8,3.038568051698533e-7,2.6878726968821507e-7,4.95056302990984e-7,2.6165192122291874e-7,1.436579514762461e-6,9.142268900984609e-8,3.4108624061166767e-6,1.3835490725722858e-7,3.341992476512892e-6,9.405715240606381e-6,7.382633529592608e-6,5.238279004387709e-7,6.7631288930345125e-6,2.727429709472556e-6,4.162774310554967e-5,5.803834034284111e-5,5.735656456554432e-6,6.177688866772755e-5,2.2302469826010708e-5,6.0339752315826267e-5,1.1101160008847724e-5,4.471738467590255e-5,1.2575961152053657e-5,8.199300168942663e-5,7.463513522616834e-5,3.838597015432614e-5,0.00011485237072398054,8.189245325470202e-5,0.0001421108317247681,0.00015198451544667964,0.00018850470191590014,0.00022152372324552792,0.0002840072928824919,0.0004234853937891639,0.0005053343603172037,0.0006787897970599694,0.000996289452877619,0.0013319432266213143,0.0018621987310801268,0.0026580548854399128,0.0037842300534500924,0.005113230808849208,0.00722915201553043,0.010016027965557138,0.014183762364078246,0.04911988504841469
