name,mean,std,F
mag,0.1162195442353237,0.0009118181024770753,500.9385115097629
spc,0.1167934519636588,5.244179657282869e-5,96.29764776950208
int,0.11725587541269497,0.0004566183554777778,591.5807528325613
(sum),NaN,NaN,597.2361592792649
